y,g_hat,dg_hat
-6.430000000000000160e-01,-7.291634907094945994e-01,-2.566359104791388290e+00
-6.420000000000000151e-01,-7.317272356077660911e-01,-2.561099228058651534e+00
-6.410000000000000142e-01,-7.342856891656119878e-01,-2.555776484865816656e+00
-6.400000000000000133e-01,-7.368387885774977386e-01,-2.550390997552767658e+00
-6.390000000000000124e-01,-7.393864711607174289e-01,-2.544942889435333200e+00
-6.380000000000000115e-01,-7.419286743563684450e-01,-2.539432284805798190e+00
-6.370000000000000107e-01,-7.444653357303291363e-01,-2.533859308932505883e+00
-6.360000000000000098e-01,-7.469963929742334807e-01,-2.528224088057925201e+00
-6.350000000000000089e-01,-7.495217839064449716e-01,-2.522526749399787604e+00
-6.340000000000000080e-01,-7.520414464730330595e-01,-2.516767421150802875e+00
-6.330000000000000071e-01,-7.545553187487465951e-01,-2.510946232476953810e+00
-6.320000000000000062e-01,-7.570633389379869405e-01,-2.505063313518405721e+00
-6.310000000000000053e-01,-7.595654453757834101e-01,-2.499118795388142189e+00
-6.300000000000000044e-01,-7.620615765287631627e-01,-2.493112810170885041e+00
-6.290000000000000036e-01,-7.645516709961250879e-01,-2.487045490923890156e+00
-6.280000000000000027e-01,-7.670356675106110300e-01,-2.480916971675696914e+00
-6.270000000000000018e-01,-7.695135049394765669e-01,-2.474727387424309200e+00
-6.260000000000000009e-01,-7.719851222854595685e-01,-2.468476874137934374e+00
-6.250000000000000000e-01,-7.744504586877524188e-01,-2.462165568753903244e+00
-6.239999999999999991e-01,-7.769094534229674665e-01,-2.455793609176907921e+00
-6.229999999999999982e-01,-7.793620459061062489e-01,-2.449361134279286034e+00
-6.219999999999999973e-01,-7.818081756915260527e-01,-2.442868283899827020e+00
-6.209999999999999964e-01,-7.842477824739059189e-01,-2.436315198842180507e+00
-6.199999999999999956e-01,-7.866808060892104271e-01,-2.429702020874515256e+00
-6.189999999999999947e-01,-7.891071865156549237e-01,-2.423028892728382289e+00
-6.179999999999999938e-01,-7.915268638746670860e-01,-2.416295958097464336e+00
-6.169999999999999929e-01,-7.939397784318498186e-01,-2.409503361636893715e+00
-6.159999999999999920e-01,-7.963458705979409302e-01,-2.402651248961660713e+00
-6.149999999999999911e-01,-7.987450809297731436e-01,-2.395739766645476720e+00
-6.139999999999999902e-01,-8.011373501312318846e-01,-2.388769062220035266e+00
-6.129999999999999893e-01,-8.035226190542132940e-01,-2.381739284173477245e+00
-6.119999999999999885e-01,-8.059008286995787973e-01,-2.374650581948458239e+00
-6.109999999999999876e-01,-8.082719202181102292e-01,-2.367503105942489583e+00
-6.099999999999999867e-01,-8.106358349114638484e-01,-2.360297007504414069e+00
-6.089999999999999858e-01,-8.129925142331190235e-01,-2.353032438934349102e+00
-6.079999999999999849e-01,-8.153418997893325804e-01,-2.345709553483004584e+00
-6.069999999999999840e-01,-8.176839333400850451e-01,-2.338328505348613362e+00
-6.059999999999999831e-01,-8.200185568000297742e-01,-2.330889449675908054e+00
-6.049999999999999822e-01,-8.223457122394368657e-01,-2.323392542554415741e+00
-6.039999999999999813e-01,-8.246653418851386252e-01,-2.315837941018344281e+00
-6.029999999999999805e-01,-8.269773881214735889e-01,-2.308225803043114865e+00
-6.019999999999999796e-01,-8.292817934912248834e-01,-2.300556287544509360e+00
-6.009999999999999787e-01,-8.315785006965625836e-01,-2.292829554377192380e+00
-5.999999999999999778e-01,-8.338674525999791864e-01,-2.285045764332323870e+00
-5.989999999999999769e-01,-8.361485922252271941e-01,-2.277205079136706445e+00
-5.979999999999999760e-01,-8.384218627582527006e-01,-2.269307661450795877e+00
-5.969999999999999751e-01,-8.406872075481288675e-01,-2.261353674865745234e+00
-5.959999999999999742e-01,-8.429445701079841813e-01,-2.253343283902950134e+00
-5.949999999999999734e-01,-8.451938941159347074e-01,-2.245276654012286599e+00
-5.939999999999999725e-01,-8.474351234160086843e-01,-2.237153951568700450e+00
-5.929999999999999716e-01,-8.496682020190721163e-01,-2.228975343871354653e+00
-5.919999999999999707e-01,-8.518930741037514798e-01,-2.220740999141753491e+00
-5.909999999999999698e-01,-8.541096840173556526e-01,-2.212451086521809884e+00
-5.899999999999999689e-01,-8.563179762767950676e-01,-2.204105776070093725e+00
-5.889999999999999680e-01,-8.585178955694958702e-01,-2.195705238762457157e+00
-5.879999999999999671e-01,-8.607093867543199606e-01,-2.187249646488908184e+00
-5.869999999999999662e-01,-8.628923948624735996e-01,-2.178739172048835826e+00
-5.859999999999999654e-01,-8.650668650984176811e-01,-2.170173989153454386e+00
-5.849999999999999645e-01,-8.672327428407805572e-01,-2.161554272420801226e+00
-5.839999999999999636e-01,-8.693899736432592062e-01,-2.152880197373633564e+00
-5.829999999999999627e-01,-8.715385032355278394e-01,-2.144151940437438952e+00
-5.820000000000000728e-01,-8.736782775241339616e-01,-2.135369678938161542e+00
-5.809999999999999609e-01,-8.758092425934042025e-01,-2.126533591101463117e+00
-5.800000000000000711e-01,-8.779313447063368248e-01,-2.117643856046868223e+00
-5.789999999999999591e-01,-8.800445303054981183e-01,-2.108700653788332602e+00
-5.780000000000000693e-01,-8.821487460139134651e-01,-2.099704165231116804e+00
-5.769999999999999574e-01,-8.842439386359604026e-01,-2.090654572168830327e+00
-5.760000000000000675e-01,-8.863300551582511400e-01,-2.081552057281214729e+00
-5.749999999999999556e-01,-8.884070427505229572e-01,-2.072396804132040415e+00
-5.740000000000000657e-01,-8.904748487665151702e-01,-2.063188997165639194e+00
-5.729999999999999538e-01,-8.925334207448543111e-01,-2.053928821705767405e+00
-5.720000000000000639e-01,-8.945827064099265424e-01,-2.044616463950887919e+00
-5.709999999999999520e-01,-8.966226536727561758e-01,-2.035252110974965944e+00
-5.700000000000000622e-01,-8.986532106318763091e-01,-2.025835950720590972e+00
-5.689999999999999503e-01,-9.006743255741975762e-01,-2.016368171999602055e+00
-5.680000000000000604e-01,-9.026859469758754528e-01,-2.006848964488540332e+00
-5.669999999999999485e-01,-9.046880235031746764e-01,-1.997278518727227947e+00
-5.660000000000000586e-01,-9.066805040133298910e-01,-1.987657026116437464e+00
-5.649999999999999467e-01,-9.086633375554075132e-01,-1.977984678911411720e+00
-5.640000000000000568e-01,-9.106364733711526105e-01,-1.968261670222887005e+00
-5.629999999999999449e-01,-9.125998608958534319e-01,-1.958488194015103545e+00
-5.620000000000000551e-01,-9.145534497591827350e-01,-1.948664445097620046e+00
-5.609999999999999432e-01,-9.164971897860488825e-01,-1.938790619128326398e+00
-5.600000000000000533e-01,-9.184310309974393904e-01,-1.928866912606736150e+00
-5.589999999999999414e-01,-9.203549236112623655e-01,-1.918893522872338053e+00
-5.580000000000000515e-01,-9.222688180431839466e-01,-1.908870648101867573e+00
-5.569999999999999396e-01,-9.241726649074661903e-01,-1.898798487306066818e+00
-5.560000000000000497e-01,-9.260664150177959630e-01,-1.888677240325876028e+00
-5.549999999999999378e-01,-9.279500193881180525e-01,-1.878507107831694611e+00
-5.540000000000000480e-01,-9.298234292334592865e-01,-1.868288291316844152e+00
-5.529999999999999361e-01,-9.316865959707517630e-01,-1.858020993097284190e+00
-5.520000000000000462e-01,-9.335394712196537492e-01,-1.847705416307860560e+00
-5.509999999999999343e-01,-9.353820068033675827e-01,-1.837341764898724250e+00
-5.500000000000000444e-01,-9.372141547494511338e-01,-1.826930243632091333e+00
-5.489999999999999325e-01,-9.390358672906318205e-01,-1.816471058079059731e+00
-5.480000000000000426e-01,-9.408470968656091893e-01,-1.805964414617278635e+00
-5.469999999999999307e-01,-9.426477961198663769e-01,-1.795410520427026313e+00
-5.460000000000000409e-01,-9.444379179064631424e-01,-1.784809583487344753e+00
-5.449999999999999289e-01,-9.462174152868411126e-01,-1.774161812574334363e+00
-5.440000000000000391e-01,-9.479862415316117064e-01,-1.763467417255412784e+00
-5.429999999999999272e-01,-9.497443501213520545e-01,-1.752726607888973831e+00
-5.420000000000000373e-01,-9.514916947473894826e-01,-1.741939595618930525e+00
-5.409999999999999254e-01,-9.532282293125899919e-01,-1.731106592371872921e+00
-5.400000000000000355e-01,-9.549539079321331947e-01,-1.720227810854112249e+00
-5.389999999999999236e-01,-9.566686849342983523e-01,-1.709303464548099782e+00
-5.380000000000000338e-01,-9.583725148612293188e-01,-1.698333767706913022e+00
-5.369999999999999218e-01,-9.600653524697122521e-01,-1.687318935355108351e+00
-5.360000000000000320e-01,-9.617471527319394475e-01,-1.676259183281104015e+00
-5.349999999999999201e-01,-9.634178708362745036e-01,-1.665154728036270626e+00
-5.340000000000000302e-01,-9.650774621880118254e-01,-1.654005786929758415e+00
-5.329999999999999183e-01,-9.667258824101340187e-01,-1.642812578026280335e+00
-5.320000000000000284e-01,-9.683630873440642883e-01,-1.631575320140939311e+00
-5.309999999999999165e-01,-9.699890330504159497e-01,-1.620294232838148218e+00
-5.300000000000000266e-01,-9.716036758097404968e-01,-1.608969536425036040e+00
-5.289999999999999147e-01,-9.732069721232661230e-01,-1.597601451949174134e+00
-5.280000000000000249e-01,-9.747988787136387945e-01,-1.586190201195961436e+00
-5.269999999999999130e-01,-9.763793525256581063e-01,-1.574736006683735923e+00
-5.260000000000000231e-01,-9.779483507270061438e-01,-1.563239091659454516e+00
-5.249999999999999112e-01,-9.795058307089771210e-01,-1.551699680096703560e+00
-5.240000000000000213e-01,-9.810517500871994701e-01,-1.540117996691094504e+00
-5.229999999999999094e-01,-9.825860667023593731e-01,-1.528494266855716432e+00
-5.220000000000000195e-01,-9.841087386209107502e-01,-1.516828716717668613e+00
-5.209999999999999076e-01,-9.856197241357947947e-01,-1.505121573116070977e+00
-5.200000000000000178e-01,-9.871189817671428557e-01,-1.493373063597175587e+00
-5.190000000000000169e-01,-9.886064702629888679e-01,-1.481583416408966514e+00
-5.180000000000000160e-01,-9.900821485999607985e-01,-1.469752860497749225e+00
-5.170000000000000151e-01,-9.915459759839843068e-01,-1.457881625507809531e+00
-5.160000000000000142e-01,-9.929979118509764113e-01,-1.445969941772659695e+00
-5.150000000000000133e-01,-9.944379158675297203e-01,-1.434018040313787878e+00
-5.140000000000000124e-01,-9.958659479316039898e-01,-1.422026152836508572e+00
-5.130000000000000115e-01,-9.972819681732026931e-01,-1.409994511725130906e+00
-5.120000000000000107e-01,-9.986859369550542542e-01,-1.397923350040571222e+00
-5.110000000000000098e-01,-1.000077814873283844e+00,-1.385812901514213991e+00
-5.100000000000000089e-01,-1.001457562758082620e+00,-1.373663400545694913e+00
-5.090000000000000080e-01,-1.002825141674375198e+00,-1.361475082197841857e+00
-5.080000000000000071e-01,-1.004180512922478341e+00,-1.349248182193832690e+00
-5.070000000000000062e-01,-1.005523638038762879e+00,-1.336982936912079367e+00
-5.060000000000000053e-01,-1.006854478796302521e+00,-1.324679583380884651e+00
-5.050000000000000044e-01,-1.008172997205524668e+00,-1.312338359277816835e+00
-5.040000000000000036e-01,-1.009479155514858117e+00,-1.299959502923513810e+00
-5.030000000000000027e-01,-1.010772916211371664e+00,-1.287543253276851374e+00
-5.020000000000000018e-01,-1.012054242021411810e+00,-1.275089849931930530e+00
-5.010000000000000009e-01,-1.013323095911235594e+00,-1.262599533113473171e+00
-5.000000000000000000e-01,-1.014579441087638756e+00,-1.250072543673582004e+00
-4.989999999999999991e-01,-1.015823240998582788e+00,-1.237509123086624641e+00
-4.979999999999999982e-01,-1.017054459333812000e+00,-1.224909513444458753e+00
-4.969999999999999973e-01,-1.018273060025471688e+00,-1.212273957453589901e+00
-4.959999999999999964e-01,-1.019479007248719205e+00,-1.199602698429885095e+00
-4.949999999999999956e-01,-1.020672265422331471e+00,-1.186895980295389563e+00
-4.939999999999999947e-01,-1.021852799209310048e+00,-1.174154047573381376e+00
-4.929999999999999938e-01,-1.023020573517478216e+00,-1.161377145383255538e+00
-4.919999999999999929e-01,-1.024175553500076497e+00,-1.148565519437681814e+00
-4.909999999999999920e-01,-1.025317704556353515e+00,-1.135719416038227791e+00
-4.899999999999999911e-01,-1.026446992332152863e+00,-1.122839082069617689e+00
-4.889999999999999902e-01,-1.027563382720492857e+00,-1.109924764997117563e+00
-4.879999999999999893e-01,-1.028666841862147185e+00,-1.096976712860509906e+00
-4.869999999999999885e-01,-1.029757336146213786e+00,-1.083995174270967254e+00
-4.859999999999999876e-01,-1.030834832210689056e+00,-1.070980398406618406e+00
-4.849999999999999867e-01,-1.031899296943026956e+00,-1.057932635006977762e+00
-4.839999999999999858e-01,-1.032950697480703006e+00,-1.044852134370785279e+00
-4.829999999999999849e-01,-1.033989001211768732e+00,-1.031739147348616825e+00
-4.819999999999999840e-01,-1.035014175775400336e+00,-1.018593925340724127e+00
-4.809999999999999831e-01,-1.036026189062450031e+00,-1.005416720292032551e+00
-4.799999999999999822e-01,-1.037025009215984506e+00,-9.922077846865704487e-01
-4.789999999999999813e-01,-1.038010604631823153e+00,-9.789673715455364800e-01
-4.779999999999999805e-01,-1.038982943959075422e+00,-9.656957344199099680e-01
-4.769999999999999796e-01,-1.039941996100663069e+00,-9.523931273869266079e-01
-4.759999999999999787e-01,-1.040887730213849283e+00,-9.390598050474636693e-01
-4.749999999999999778e-01,-1.041820115710758055e+00,-9.256960225187640390e-01
-4.739999999999999769e-01,-1.042739122258886875e+00,-9.123020354307982416e-01
-4.729999999999999760e-01,-1.043644719781619656e+00,-8.988780999228538349e-01
-4.719999999999999751e-01,-1.044536878458732554e+00,-8.854244726377373809e-01
-4.709999999999999742e-01,-1.045415568726895117e+00,-8.719414107169995987e-01
-4.699999999999999734e-01,-1.046280761280166560e+00,-8.584291717975247593e-01
-4.689999999999999725e-01,-1.047132427070490035e+00,-8.448880140065284650e-01
-4.679999999999999716e-01,-1.047970537308179573e+00,-8.313181959556459333e-01
-4.669999999999999707e-01,-1.048795063462401478e+00,-8.177199767384308871e-01
-4.659999999999999698e-01,-1.049605977261656609e+00,-8.040936159244438386e-01
-4.649999999999999689e-01,-1.050403250694250223e+00,-7.904393735542498689e-01
-4.639999999999999680e-01,-1.051186856008764936e+00,-7.767575101355532752e-01
-4.629999999999999671e-01,-1.051956765714521458e+00,-7.630482866389911578e-01
-4.619999999999999662e-01,-1.052712952582042893e+00,-7.493119644921080180e-01
-4.609999999999999654e-01,-1.053455389643505713e+00,-7.355488055754904053e-01
-4.599999999999999645e-01,-1.054184050193194055e+00,-7.217590722185605046e-01
-4.589999999999999636e-01,-1.054898907787942708e+00,-7.079430271932096730e-01
-4.579999999999999627e-01,-1.055599936247580306e+00,-6.941009337101604615e-01
-4.569999999999999618e-01,-1.056287109655362988e+00,-6.802330554144191410e-01
-4.559999999999999609e-01,-1.056960402358409157e+00,-6.663396563812966633e-01
-4.549999999999999600e-01,-1.057619788968125585e+00,-6.524210011092463901e-01
-4.539999999999999591e-01,-1.058265244360627744e+00,-6.384773545173629827e-01
-4.529999999999999583e-01,-1.058896743677160357e+00,-6.245089819396980602e-01
-4.519999999999999574e-01,-1.059514262324507072e+00,-6.105161491190074230e-01
-4.509999999999999565e-01,-1.060117775975398358e+00,-5.964991222058415588e-01
-4.499999999999999556e-01,-1.060707260568918731e+00,-5.824581677509286237e-01
-4.489999999999999547e-01,-1.061282692310900222e+00,-5.683935526996037879e-01
-4.479999999999999538e-01,-1.061844047674318059e+00,-5.543055443887396905e-01
-4.469999999999999529e-01,-1.062391303399677689e+00,-5.401944105419715925e-01
-4.459999999999999520e-01,-1.062924436495402025e+00,-5.260604192649225297e-01
-4.449999999999999512e-01,-1.063443424238207591e+00,-5.119038390380410419e-01
-4.439999999999999503e-01,-1.063948244173477997e+00,-4.977249387143274362e-01
-4.429999999999999494e-01,-1.064438874115636313e+00,-4.835239875139905052e-01
-4.419999999999999485e-01,-1.064915292148506110e+00,-4.693012550189905596e-01
-4.409999999999999476e-01,-1.065377476625674280e+00,-4.550570111684919539e-01
-4.399999999999999467e-01,-1.065825406170842982e+00,-4.407915262535198053e-01
-4.389999999999999458e-01,-1.066259059678181353e+00,-4.265050709128672679e-01
-4.379999999999999449e-01,-1.066678416312668798e+00,-4.121979161280933113e-01
-4.369999999999999440e-01,-1.067083455510437373e+00,-3.978703332171562579e-01
-4.359999999999999432e-01,-1.067474156979103084e+00,-3.835225938320263595e-01
-4.349999999999999423e-01,-1.067850500698101390e+00,-3.691549699518645866e-01
-4.339999999999999414e-01,-1.068212466919006731e+00,-3.547677338781340950e-01
-4.329999999999999405e-01,-1.068560036165857818e+00,-3.403611582317580542e-01
-4.319999999999999396e-01,-1.068893189235470276e+00,-3.259355159444794481e-01
-4.309999999999999387e-01,-1.069211907197746614e+00,-3.114910802572694593e-01
-4.299999999999999378e-01,-1.069516171395984871e+00,-2.970281247149841874e-01
-4.289999999999999369e-01,-1.069805963447176600e+00,-2.825469231585202579e-01
-4.279999999999999361e-01,-1.070081265242301960e+00,-2.680477497240190132e-01
-4.269999999999999352e-01,-1.070342058946624819e+00,-2.535308788345673747e-01
-4.259999999999999343e-01,-1.070588326999970974e+00,-2.389965851966735499e-01
-4.249999999999999334e-01,-1.070820052117018140e+00,-2.244451437956058726e-01
-4.239999999999999325e-01,-1.071037217287562182e+00,-2.098768298883442185e-01
-4.230000000000000426e-01,-1.071239805776794896e+00,-1.952919190026705110e-01
-4.220000000000000417e-01,-1.071427801125567347e+00,-1.806906869273916527e-01
-4.210000000000000409e-01,-1.071601187150649892e+00,-1.660734097105205365e-01
-4.200000000000000400e-01,-1.071759947944988411e+00,-1.514403636534780162e-01
-4.190000000000000391e-01,-1.071904067877956779e+00,-1.367918253055222522e-01
-4.180000000000000382e-01,-1.072033531595599332e+00,-1.221280714586328031e-01
-4.170000000000000373e-01,-1.072148324020874011e+00,-1.074493791443273949e-01
-4.160000000000000364e-01,-1.072248430353888171e+00,-9.275602562684071017e-02
-4.150000000000000355e-01,-1.072333836072127733e+00,-7.804828839778110705e-02
-4.140000000000000346e-01,-1.072404526930683666e+00,-6.332644517260632711e-02
-4.130000000000000338e-01,-1.072460488962472924e+00,-4.859077388437071932e-02
-4.120000000000000329e-01,-1.072501708478452276e+00,-3.384155268008726125e-02
-4.110000000000000320e-01,-1.072528172067833019e+00,-1.907905991345160146e-02
-4.100000000000000311e-01,-1.072539866598279268e+00,-4.303574141886201687e-03
-4.090000000000000302e-01,-1.072536779216116898e+00,1.048462587903031817e-02
-4.080000000000000293e-01,-1.072518897346521172e+00,2.528526120272545086e-02
-4.070000000000000284e-01,-1.072486208693711474e+00,4.009805269186017540e-02
-4.060000000000000275e-01,-1.072438701241137604e+00,5.492272102844708570e-02
-4.050000000000000266e-01,-1.072376363251654530e+00,6.975898671703362197e-02
-4.040000000000000258e-01,-1.072299183267703349e+00,8.460657008959060477e-02
-4.030000000000000249e-01,-1.072207150111475382e+00,9.946519130949127430e-02
-4.020000000000000240e-01,-1.072100252885084481e+00,1.143345703777640665e-01
-4.010000000000000231e-01,-1.071978480970719794e+00,1.292144271401411970e-01
-4.000000000000000222e-01,-1.071841824030804080e+00,1.441044812884229032e-01
-3.990000000000000213e-01,-1.071690272008142930e+00,1.590044523665028464e-01
-3.980000000000000204e-01,-1.071523815126071089e+00,1.739140597787809384e-01
-3.970000000000000195e-01,-1.071342443888585461e+00,1.888330227918686433e-01
-3.960000000000000187e-01,-1.071146149080487442e+00,2.037610605384543305e-01
-3.950000000000000178e-01,-1.070934921767508374e+00,2.186978920271940297e-01
-3.940000000000000169e-01,-1.070708753296433002e+00,2.336432361439619854e-01
-3.930000000000000160e-01,-1.070467635295220488e+00,2.485968116577623732e-01
-3.920000000000000151e-01,-1.070211559673117430e+00,2.635583372272094493e-01
-3.910000000000000142e-01,-1.069940518620766223e+00,2.785275314039381556e-01
-3.900000000000000133e-01,-1.069654504610309642e+00,2.935041126376063403e-01
-3.890000000000000124e-01,-1.069353510395490980e+00,3.084877992836254634e-01
-3.880000000000000115e-01,-1.069037529011742427e+00,3.234783096056617069e-01
-3.870000000000000107e-01,-1.068706553776279655e+00,3.384753617802971348e-01
-3.860000000000000098e-01,-1.068360578288181761e+00,3.534786739047603987e-01
-3.850000000000000089e-01,-1.067999596428470088e+00,3.684879640005647161e-01
-3.840000000000000080e-01,-1.067623602360180612e+00,3.835029500181690310e-01
-3.830000000000000071e-01,-1.067232590528433667e+00,3.985233498428897292e-01
-3.820000000000000062e-01,-1.066826555660494780e+00,4.135488813001302333e-01
-3.810000000000000053e-01,-1.066405492765833518e+00,4.285792621598147889e-01
-3.800000000000000044e-01,-1.065969397136175223e+00,4.436142101408222516e-01
-3.790000000000000036e-01,-1.065518264345551858e+00,4.586534429189441653e-01
-3.780000000000000027e-01,-1.065052090250337313e+00,4.736966781294995599e-01
-3.770000000000000018e-01,-1.064570870989292928e+00,4.887436333717687376e-01
-3.760000000000000009e-01,-1.064074602983593909e+00,5.037940262183155937e-01
-3.750000000000000000e-01,-1.063563282936856202e+00,5.188475742153286774e-01
-3.739999999999999991e-01,-1.063036907835163136e+00,5.339039948892150278e-01
-3.729999999999999982e-01,-1.062495474947077856e+00,5.489630057528529505e-01
-3.719999999999999973e-01,-1.061938981823657535e+00,5.640243243100258042e-01
-3.709999999999999964e-01,-1.061367426298457595e+00,5.790876680630390183e-01
-3.699999999999999956e-01,-1.060780806487531480e+00,5.941527545116969122e-01
-3.689999999999999947e-01,-1.060179120789434215e+00,6.092193011623976417e-01
-3.679999999999999938e-01,-1.059562367885206635e+00,6.242870255357502174e-01
-3.669999999999999929e-01,-1.058930546738362732e+00,6.393556451664608176e-01
-3.659999999999999920e-01,-1.058283656594873667e+00,6.544248776123140487e-01
-3.649999999999999911e-01,-1.057621696983138238e+00,6.694944404564466822e-01
-3.639999999999999902e-01,-1.056944667713960673e+00,6.845640513150783590e-01
-3.629999999999999893e-01,-1.056252568880508003e+00,6.996334278418316899e-01
-3.619999999999999885e-01,-1.055545400858277194e+00,7.147022877306881128e-01
-3.609999999999999876e-01,-1.054823164305046745e+00,7.297703487242870324e-01
-3.599999999999999867e-01,-1.054085860160828503e+00,7.448373286171090513e-01
-3.589999999999999858e-01,-1.053333489647812371e+00,7.599029452613876856e-01
-3.579999999999999849e-01,-1.052566054270305695e+00,7.749669165718842123e-01
-3.569999999999999840e-01,-1.051783555814668647e+00,7.900289605308898899e-01
-3.559999999999999831e-01,-1.050985996349244056e+00,8.050887951932281794e-01
-3.549999999999999822e-01,-1.050173378224282139e+00,8.201461386920527730e-01
-3.539999999999999813e-01,-1.049345704071859897e+00,8.352007092435087543e-01
-3.529999999999999805e-01,-1.048502976805795184e+00,8.502522251511663853e-01
-3.519999999999999796e-01,-1.047645199621557444e+00,8.653004048126149428e-01
-3.509999999999999787e-01,-1.046772375996170013e+00,8.803449667235554443e-01
-3.499999999999999778e-01,-1.045884509688110420e+00,8.953856294823481221e-01
-3.489999999999999769e-01,-1.044981604737205139e+00,9.104221117971746935e-01
-3.479999999999999760e-01,-1.044063665464516122e+00,9.254541324881984110e-01
-3.469999999999999751e-01,-1.043130696472228891e+00,9.404814104942715858e-01
-3.459999999999999742e-01,-1.042182702643527525e+00,9.555036648799841714e-01
-3.449999999999999734e-01,-1.041219689142468985e+00,9.705206148365732588e-01
-3.439999999999999725e-01,-1.040241661413854324e+00,9.855319796895400941e-01
-3.429999999999999716e-01,-1.039248625183089692e+00,1.000537478904561794e+00
-3.419999999999999707e-01,-1.038240586456045333e+00,1.015536832089992458e+00
-3.409999999999999698e-01,-1.037217551518909708e+00,1.030529759002774881e+00
-3.399999999999999689e-01,-1.036179526938039608e+00,1.045515979555261765e+00
-3.389999999999999680e-01,-1.035126519559799174e+00,1.060495213819990568e+00
-3.379999999999999671e-01,-1.034058536510399806e+00,1.075467182030365620e+00
-3.369999999999999662e-01,-1.032975585195738510e+00,1.090431604591572068e+00
-3.359999999999999654e-01,-1.031877673301216491e+00,1.105388202082849602e+00
-3.349999999999999645e-01,-1.030764808791572840e+00,1.120336695261471505e+00
-3.339999999999999636e-01,-1.029636999910693573e+00,1.135276805071043782e+00
-3.329999999999999627e-01,-1.028494255181430672e+00,1.150208252643551532e+00
-3.319999999999999618e-01,-1.027336583405406456e+00,1.165130759305725405e+00
-3.309999999999999609e-01,-1.026163993662819296e+00,1.180044046583020645e+00
-3.299999999999999600e-01,-1.024976495312240443e+00,1.194947836206097236e+00
-3.289999999999999591e-01,-1.023774097990407084e+00,1.209841850115310535e+00
-3.279999999999999583e-01,-1.022556811612009842e+00,1.224725810465201903e+00
-3.269999999999999574e-01,-1.021324646369476730e+00,1.239599439630467259e+00
-3.259999999999999565e-01,-1.020077612732748884e+00,1.254462460208969787e+00
-3.249999999999999556e-01,-1.018815721449058742e+00,1.269314595028561143e+00
-3.239999999999999547e-01,-1.017538983542691788e+00,1.284155567153561606e+00
-3.229999999999999538e-01,-1.016247410314751631e+00,1.298985099885669570e+00
-3.219999999999999529e-01,-1.014941013342920417e+00,1.313802916771066975e+00
-3.209999999999999520e-01,-1.013619804481209474e+00,1.328608741606672083e+00
-3.199999999999999512e-01,-1.012283795859707070e+00,1.343402298443663767e+00
-3.189999999999999503e-01,-1.010932999884322170e+00,1.358183311591119491e+00
-3.179999999999999494e-01,-1.009567429236524871e+00,1.372951505623973389e+00
-3.169999999999999485e-01,-1.008187096873074173e+00,1.387706605386881620e+00
-3.159999999999999476e-01,-1.006792016025751080e+00,1.402448335997348750e+00
-3.149999999999999467e-01,-1.005382200201079490e+00,1.417176422852890028e+00
-3.139999999999999458e-01,-1.003957663180045312e+00,1.431890591635067267e+00
-3.129999999999999449e-01,-1.002518419017809359e+00,1.446590568314320535e+00
-3.119999999999999440e-01,-1.001064482043416692e+00,1.461276079155652496e+00
-3.109999999999999432e-01,-9.995958668594980834e-01,1.475946850722891668e+00
-3.099999999999999423e-01,-9.981125883419709188e-01,1.490602609882955676e+00
-3.089999999999999414e-01,-9.966146616397321134e-01,1.505243083812445093e+00
-3.079999999999999405e-01,-9.951021021743460260e-01,1.519868000001395103e+00
-3.069999999999999396e-01,-9.935749256397293783e-01,1.534477086257595602e+00
-3.059999999999999387e-01,-9.920331480018307335e-01,1.549070070713582936e+00
-3.049999999999999378e-01,-9.904767854983022035e-01,1.563646681829311547e+00
-3.039999999999999369e-01,-9.889058546381721548e-01,1.578206648397781464e+00
-3.029999999999999361e-01,-9.873203722015065908e-01,1.592749699551291087e+00
-3.019999999999999352e-01,-9.857203552390695345e-01,1.607275564763369857e+00
-3.009999999999999343e-01,-9.841058210719798582e-01,1.621783973856224748e+00
-2.999999999999999334e-01,-9.824767872913571232e-01,1.636274657005401423e+00
-2.989999999999999325e-01,-9.808332717579690829e-01,1.650747344742626410e+00
-2.979999999999999316e-01,-9.791752926018718606e-01,1.665201767961946189e+00
-2.969999999999999307e-01,-9.775028682220451293e-01,1.679637657925354688e+00
-2.960000000000000409e-01,-9.758160172860214088e-01,1.694054746266147049e+00
-2.950000000000000400e-01,-9.741147587295129195e-01,1.708452764994831341e+00
-2.940000000000000391e-01,-9.723991117560316644e-01,1.722831446503050756e+00
-2.930000000000000382e-01,-9.706690958365067345e-01,1.737190523568870049e+00
-2.920000000000000373e-01,-9.689247307088939554e-01,1.751529729361664067e+00
-2.910000000000000364e-01,-9.671660363777834224e-01,1.765848797446153640e+00
-2.900000000000000355e-01,-9.653930331140017085e-01,1.780147461788317287e+00
-2.890000000000000346e-01,-9.636057414542068544e-01,1.794425456759256576e+00
-2.880000000000000338e-01,-9.618041822004831376e-01,1.808682517140141499e+00
-2.870000000000000329e-01,-9.599883764199265146e-01,1.822918378127440064e+00
-2.860000000000000320e-01,-9.581583454442282877e-01,1.837132775336954182e+00
-2.850000000000000311e-01,-9.563141108692526648e-01,1.851325444808821885e+00
-2.840000000000000302e-01,-9.544556945546106563e-01,1.865496123012633234e+00
-2.830000000000000293e-01,-9.525831186232273096e-01,1.879644546851636733e+00
