y,u,v,w_imag
-3.175000000000000044e-01,7.171133376447386132e-01,-3.494295212606798873e-01,-3.137851831545293013e-01
-3.149999999999999467e-01,7.188841837885825425e-01,-3.506480796693585700e-01,-3.118516537246409648e-01
-3.125000000000000000e-01,7.206432969363572028e-01,-3.518590813557386787e-01,-3.099053860497577584e-01
-3.099999999999999423e-01,7.223906255864567250e-01,-3.530624768963404048e-01,-3.079464813423657410e-01
-3.074999999999999956e-01,7.241261185495864172e-01,-3.542582172619207492e-01,-3.059750408010650236e-01
-3.049999999999999378e-01,7.258497249511510763e-01,-3.554462538174190667e-01,-3.039911656111212168e-01
-3.024999999999999911e-01,7.275613942336225382e-01,-3.566265383219077711e-01,-3.019949569450069982e-01
-2.999999999999999334e-01,7.292610761588889101e-01,-3.577990229285432089e-01,-2.999865159629331313e-01
-2.974999999999999867e-01,7.309487208105810430e-01,-3.589636601845179742e-01,-2.979659438133691052e-01
-2.950000000000000400e-01,7.326242785963786863e-01,-3.601204030310170556e-01,-2.959333416335536704e-01
-2.924999999999999822e-01,7.342877002502977701e-01,-3.612692048031751479e-01,-2.938888105499963266e-01
-2.900000000000000355e-01,7.359389368349544824e-01,-3.624100192300349632e-01,-2.918324516789672085e-01
-2.874999999999999778e-01,7.375779397438123608e-01,-3.635428004345093167e-01,-2.897643661269776461e-01
-2.850000000000000311e-01,7.392046607034046257e-01,-3.646675029333431017e-01,-2.876846549912523421e-01
-2.824999999999999734e-01,7.408190517755407489e-01,-3.657840816370790393e-01,-2.855934193601887827e-01
-2.800000000000000266e-01,7.424210653594889298e-01,-3.668924918500226506e-01,-2.834907603138100973e-01
-2.774999999999999689e-01,7.440106541941411411e-01,-3.679926892702125030e-01,-2.813767789242059836e-01
-2.750000000000000222e-01,7.455877713601548606e-01,-3.690846299893882354e-01,-2.792515762559655834e-01
-2.724999999999999645e-01,7.471523702820790369e-01,-3.701682704929635248e-01,-2.771152533665999229e-01
-2.700000000000000178e-01,7.487044047304535210e-01,-3.712435676599985523e-01,-2.749679113069556369e-01
-2.674999999999999600e-01,7.502438288238947317e-01,-3.723104787631754120e-01,-2.728096511216187570e-01
-2.650000000000000133e-01,7.517705970311574504e-01,-3.733689614687735747e-01,-2.706405738493102286e-01
-2.624999999999999556e-01,7.532846641731768544e-01,-3.744189738366492382e-01,-2.684607805232706035e-01
-2.600000000000000089e-01,7.547859854250920097e-01,-3.754604743202128447e-01,-2.662703721716375149e-01
-2.574999999999999512e-01,7.562745163182484909e-01,-3.764934217664120952e-01,-2.640694498178130512e-01
-2.550000000000000044e-01,7.577502127421784639e-01,-3.775177754157118537e-01,-2.618581144808229122e-01
-2.524999999999999467e-01,7.592130309465680016e-01,-3.785334949020801587e-01,-2.596364671756650200e-01
-2.500000000000000000e-01,7.606629275431932014e-01,-3.795405402529712924e-01,-2.574046089136520776e-01
-2.474999999999999423e-01,7.620998595078499749e-01,-3.805388718893129574e-01,-2.551626407027429155e-01
-2.449999999999999956e-01,7.635237841822509752e-01,-3.815284506254937869e-01,-2.529106635478668985e-01
-2.424999999999999378e-01,7.649346592759111996e-01,-3.825092376693520202e-01,-2.506487784512385630e-01
-2.399999999999999911e-01,7.663324428680111655e-01,-3.834811946221657331e-01,-2.483770864126648714e-01
-2.374999999999999334e-01,7.677170934092394372e-01,-3.844442834786436780e-01,-2.460956884298433067e-01
-2.349999999999999867e-01,7.690885697236167218e-01,-3.853984666269180126e-01,-2.438046854986523626e-01
-2.324999999999999289e-01,7.704468310102993156e-01,-3.863437068485374160e-01,-2.415041786134327073e-01
-2.299999999999999822e-01,7.717918368453636768e-01,-3.872799673184618152e-01,-2.391942687672612144e-01
-2.275000000000000355e-01,7.731235471835690154e-01,-3.882072116050584443e-01,-2.368750569522171667e-01
-2.249999999999999778e-01,7.744419223601058944e-01,-3.891254036700976249e-01,-2.345466441596387452e-01
-2.225000000000000311e-01,7.757469230923176307e-01,-3.900345078687504907e-01,-2.322091313803740786e-01
-2.199999999999999734e-01,7.770385104814063748e-01,-3.909344889495884878e-01,-2.298626196050220227e-01
-2.175000000000000266e-01,7.783166460141216492e-01,-3.918253120545816537e-01,-2.275072098241671670e-01
-2.149999999999999689e-01,7.795812915644232399e-01,-3.927069427190997830e-01,-2.251430030286058481e-01
-2.125000000000000222e-01,7.808324093951314326e-01,-3.935793468719133159e-01,-2.227701002095654192e-01
-2.099999999999999645e-01,7.820699621595511575e-01,-3.944424908351956693e-01,-2.203886023589153587e-01
-2.075000000000000178e-01,7.832939129030825898e-01,-3.952963413245256241e-01,-2.179986104693716897e-01
-2.049999999999999600e-01,7.845042250648078808e-01,-3.961408654488922654e-01,-2.156002255346930740e-01
-2.025000000000000133e-01,7.857008624790607909e-01,-3.969760307106975916e-01,-2.131935485498712146e-01
-1.999999999999999556e-01,7.868837893769763392e-01,-3.978018050057630650e-01,-2.107786805113114614e-01
-1.975000000000000089e-01,7.880529703880203574e-01,-3.986181566233354956e-01,-2.083557224170100863e-01
-1.949999999999999512e-01,7.892083705415017247e-01,-3.994250542460920372e-01,-2.059247752667202336e-01
-1.925000000000000044e-01,7.903499552680625095e-01,-4.002224669501495136e-01,-2.034859400621149284e-01
-1.899999999999999467e-01,7.914776904011509018e-01,-4.010103642050703576e-01,-2.010393178069401487e-01
-1.875000000000000000e-01,7.925915421784738291e-01,-4.017887158738719933e-01,-1.985850095071633181e-01
-1.849999999999999423e-01,7.936914772434309207e-01,-4.025574922130357725e-01,-1.961231161711133042e-01
-1.824999999999999956e-01,7.947774626465284875e-01,-4.033166638725153019e-01,-1.936537388096157830e-01
-1.799999999999999378e-01,7.958494658467748506e-01,-4.040662018957483226e-01,-1.911769784361200264e-01
-1.774999999999999911e-01,7.969074547130570174e-01,-4.048060777196655913e-01,-1.886929360668209987e-01
-1.749999999999999334e-01,7.979513975254955982e-01,-4.055362631747019830e-01,-1.862017127207739320e-01
-1.724999999999999867e-01,7.989812629767849561e-01,-4.062567304848093142e-01,-1.837034094200034329e-01
-1.699999999999999289e-01,7.999970201735090436e-01,-4.069674522674657235e-01,-1.811981271896051515e-01
-1.674999999999999822e-01,8.009986386374425837e-01,-4.076684015336896616e-01,-1.786859670578436754e-01
-1.650000000000000355e-01,8.019860883068310464e-01,-4.083595516880523801e-01,-1.761670300562416525e-01
-1.624999999999999778e-01,8.029593395376508624e-01,-4.090408765286890902e-01,-1.736414172196650563e-01
-1.600000000000000311e-01,8.039183631048512080e-01,-4.097123502473143941e-01,-1.711092295864016233e-01
-1.574999999999999734e-01,8.048631302035796908e-01,-4.103739474292339429e-01,-1.685705681982334336e-01
-1.550000000000000266e-01,8.057936124503829456e-01,-4.110256430533592020e-01,-1.660255341005050511e-01
-1.524999999999999689e-01,8.067097818843932400e-01,-4.116674124922213296e-01,-1.634742283421838083e-01
-1.500000000000000222e-01,8.076116109684949862e-01,-4.122992315119850537e-01,-1.609167519759171772e-01
-1.474999999999999645e-01,8.084990725904698250e-01,-4.129210762724629946e-01,-1.583532060580828127e-01
-1.450000000000000178e-01,8.093721400641252783e-01,-4.135329233271312077e-01,-1.557836916488341272e-01
-1.424999999999999600e-01,8.102307871304058606e-01,-4.141347496231425063e-01,-1.532083098121398979e-01
-1.400000000000000133e-01,8.110749879584795430e-01,-4.147265325013432258e-01,-1.506271616158202931e-01
-1.374999999999999556e-01,8.119047171468126711e-01,-4.153082496962866021e-01,-1.480403481315754055e-01
-1.350000000000000089e-01,8.127199497242175719e-01,-4.158798793362486479e-01,-1.454479704350110369e-01
-1.324999999999999512e-01,8.135206611508920549e-01,-4.164413999432436952e-01,-1.428501296056582937e-01
-1.300000000000000044e-01,8.143068273194271622e-01,-4.169927904330391621e-01,-1.402469267269888520e-01
-1.274999999999999467e-01,8.150784245558082564e-01,-4.175340301151712619e-01,-1.376384628864248949e-01
-1.250000000000000000e-01,8.158354296203886857e-01,-4.180650986929601576e-01,-1.350248391753456345e-01
-1.224999999999999423e-01,8.165778197088493506e-01,-4.185859762635256720e-01,-1.324061566890874786e-01
-1.199999999999999956e-01,8.173055724531353983e-01,-4.190966433178026085e-01,-1.297825165269417547e-01
-1.174999999999999378e-01,8.180186659223803725e-01,-4.195970807405560721e-01,-1.271540197921459114e-01
-1.149999999999999911e-01,8.187170786238041620e-01,-4.200872698103962910e-01,-1.245207675918724305e-01
-1.124999999999999334e-01,8.194007895035977374e-01,-4.205671921997955476e-01,-1.218828610372116733e-01
-1.099999999999999867e-01,8.200697779477854610e-01,-4.210368299751015564e-01,-1.192404012431525079e-01
-1.074999999999999289e-01,8.207240237830726315e-01,-4.214961655965533405e-01,-1.165934893285568152e-01
-1.049999999999999822e-01,8.213635072776693802e-01,-4.219451819182965524e-01,-1.139422264161319004e-01
-1.025000000000000355e-01,8.219882091420996906e-01,-4.223838621883979627e-01,-1.112867136323976436e-01
-9.999999999999997780e-02,8.225981105299913221e-01,-4.228121900488605589e-01,-1.086270521076505707e-01
-9.750000000000003109e-02,8.231931930388436403e-01,-4.232301495356379784e-01,-1.059633429759245654e-01
-9.499999999999997335e-02,8.237734387107813472e-01,-4.236377250786489412e-01,-1.032956873749465154e-01
-9.250000000000002665e-02,8.243388300332856744e-01,-4.240349015017915724e-01,-1.006241864460903079e-01
-8.999999999999996891e-02,8.248893499399098106e-01,-4.244216640229578896e-01,-9.794894133432578698e-02
-8.750000000000002220e-02,8.254249818109752335e-01,-4.247979982540469046e-01,-9.527005318816553214e-02
-8.499999999999996447e-02,8.259457094742452821e-01,-4.251638902009795551e-01,-9.258762315960746003e-02
-8.250000000000001776e-02,8.264515172055871828e-01,-4.255193262637106955e-01,-8.990175240407508039e-02
-7.999999999999996003e-02,8.269423897296083181e-01,-4.258642932362431965e-01,-8.721254208035367217e-02
-7.750000000000001332e-02,8.274183122202797280e-01,-4.261987783066407687e-01,-8.452009335052464156e-02
-7.499999999999995559e-02,8.278792703015377397e-01,-4.265227690570410068e-01,-8.182450737989580003e-02
-7.250000000000000888e-02,8.283252500478660574e-01,-4.268362534636671590e-01,-7.912588533692992143e-02
-6.999999999999995115e-02,8.287562379848630867e-01,-4.271392198968402831e-01,-7.642432839316917748e-02
-6.750000000000000444e-02,8.291722210897868317e-01,-4.274316571209922366e-01,-7.371993772315872662e-02
-6.499999999999994671e-02,8.295731867920838054e-01,-4.277135542946753355e-01,-7.101281450436572329e-02
-6.250000000000000000e-02,8.299591229738969567e-01,-4.279849009705753993e-01,-6.830305991709795244e-02
-5.999999999999994227e-02,8.303300179705586093e-01,-4.282456870955215211e-01,-6.559077514441781498e-02
-5.749999999999999556e-02,8.306858605710601973e-01,-4.284959030104968369e-01,-6.287606137205635493e-02
-5.499999999999993783e-02,8.310266400185070124e-01,-4.287355394506494055e-01,-6.015901978832276231e-02
-5.249999999999999112e-02,8.313523460105535223e-01,-4.289645875453010904e-01,-5.743975158401407738e-02
-4.999999999999993339e-02,8.316629686998189275e-01,-4.291830388179573852e-01,-5.471835795232049549e-02
-4.749999999999998668e-02,8.319584986942866189e-01,-4.293908851863172393e-01,-5.199494008873099121e-02
-4.499999999999992895e-02,8.322389270576806553e-01,-4.295881189622808849e-01,-4.926959919093499424e-02
-4.249999999999998224e-02,8.325042453098293604e-01,-4.297747328519588295e-01,-4.654243645872428031e-02
-4.000000000000003553e-02,8.327544454270072727e-01,-4.299507199556794612e-01,-4.381355309389125402e-02
-3.749999999999997780e-02,8.329895198422573310e-01,-4.301160737679968760e-01,-4.108305030012708581e-02
-3.500000000000003109e-02,8.332094614456971859e-01,-4.302707881776978160e-01,-3.835102928291808655e-02
-3.249999999999997335e-02,8.334142635848061920e-01,-4.304148574678092198e-01,-3.561759124943955634e-02
-3.000000000000002665e-02,8.336039200646929714e-01,-4.305482763156033288e-01,-3.288283740845019537e-02
-2.749999999999996891e-02,8.337784251483455478e-01,-4.306710397926047929e-01,-3.014686897018315284e-02
-2.500000000000002220e-02,8.339377735568617167e-01,-4.307831433645956110e-01,-2.740978714623810639e-02
-2.249999999999996447e-02,8.340819604696626532e-01,-4.308845828916202936e-01,-2.467169314947008016e-02
-2.000000000000001776e-02,8.342109815246868676e-01,-4.309753546279906922e-01,-2.193268819387941826e-02
-1.749999999999996003e-02,8.343248328185659535e-01,-4.310554552222903846e-01,-1.919287349449881261e-02
-1.500000000000001332e-02,8.344235109067810185e-01,-4.311248817173780057e-01,-1.645235026728160063e-02
-1.249999999999995559e-02,8.345070128038024615e-01,-4.311836315503905781e-01,-1.371121972898724055e-02
-1.000000000000000888e-02,8.345753359832090990e-01,-4.312317025527476755e-01,-1.096958309706825598e-02
-7.499999999999951150e-03,8.346284783777905281e-01,-4.312690929501517556e-01,-8.227541589554639156e-03
-5.000000000000004441e-03,8.346664383796305042e-01,-4.312958013625925457e-01,-5.485196424939761672e-03
-2.499999999999946709e-03,8.346892148401705569e-01,-4.313118268043465986e-01,-2.742648822063994442e-03
0.000000000000000000e+00,8.346968070702573961e-01,-4.313171686839795127e-01,1.044975816542720421e-17
2.499999999999946709e-03,8.346892148401705569e-01,-4.313118268043466541e-01,2.742648822064014825e-03
5.000000000000115463e-03,8.346664383796305042e-01,-4.312958013625927123e-01,5.485196424939905654e-03
7.500000000000062172e-03,8.346284783777905281e-01,-4.312690929501518111e-01,8.227541589554781404e-03
1.000000000000000888e-02,8.345753359832088769e-01,-4.312317025527476755e-01,1.096958309706827159e-02
1.249999999999995559e-02,8.345070128038026835e-01,-4.311836315503905226e-01,1.371121972898726310e-02
1.500000000000012434e-02,8.344235109067812406e-01,-4.311248817173777836e-01,1.645235026728174982e-02
1.750000000000007105e-02,8.343248328185660645e-01,-4.310554552222903291e-01,1.919287349449896179e-02
2.000000000000001776e-02,8.342109815246868676e-01,-4.309753546279906922e-01,2.193268819387942867e-02
2.249999999999996447e-02,8.340819604696624312e-01,-4.308845828916202381e-01,2.467169314947010444e-02
2.499999999999991118e-02,8.339377735568613836e-01,-4.307831433645956110e-01,2.740978714623800230e-02
2.750000000000007994e-02,8.337784251483455478e-01,-4.306710397926047929e-01,3.014686897018328815e-02
3.000000000000002665e-02,8.336039200646928604e-01,-4.305482763156033843e-01,3.288283740845019537e-02
3.249999999999997335e-02,8.334142635848061920e-01,-4.304148574678092753e-01,3.561759124943957716e-02
3.499999999999992006e-02,8.332094614456971859e-01,-4.302707881776978160e-01,3.835102928291798247e-02
3.750000000000008882e-02,8.329895198422573310e-01,-4.301160737679967649e-01,4.108305030012721071e-02
4.000000000000003553e-02,8.327544454270073837e-01,-4.299507199556794057e-01,4.381355309389126096e-02
4.249999999999998224e-02,8.325042453098293604e-01,-4.297747328519587739e-01,4.654243645872428725e-02
4.499999999999992895e-02,8.322389270576806553e-01,-4.295881189622808849e-01,4.926959919093501505e-02
4.750000000000009770e-02,8.319584986942863969e-01,-4.293908851863172949e-01,5.199494008873113693e-02
5.000000000000004441e-02,8.316629686998189275e-01,-4.291830388179573852e-01,5.471835795232062732e-02
5.249999999999999112e-02,8.313523460105535223e-01,-4.289645875453010349e-01,5.743975158401409820e-02
5.499999999999993783e-02,8.310266400185073454e-01,-4.287355394506494610e-01,6.015901978832279701e-02
5.750000000000010658e-02,8.306858605710599752e-01,-4.284959030104967814e-01,6.287606137205646595e-02
6.000000000000005329e-02,8.303300179705586093e-01,-4.282456870955214656e-01,6.559077514441793988e-02
6.250000000000000000e-02,8.299591229738972897e-01,-4.279849009705754548e-01,6.830305991709796631e-02
6.499999999999994671e-02,8.295731867920838054e-01,-4.277135542946752800e-01,7.101281450436575104e-02
6.750000000000011546e-02,8.291722210897870537e-01,-4.274316571209922366e-01,7.371993772315880988e-02
7.000000000000006217e-02,8.287562379848631977e-01,-4.271392198968404497e-01,7.642432839316928850e-02
7.250000000000000888e-02,8.283252500478660574e-01,-4.268362534636671035e-01,7.912588533692994919e-02
7.499999999999995559e-02,8.278792703015379617e-01,-4.265227690570410068e-01,8.182450737989580003e-02
7.750000000000012434e-02,8.274183122202799501e-01,-4.261987783066407132e-01,8.452009335052482197e-02
8.000000000000007105e-02,8.269423897296080961e-01,-4.258642932362430300e-01,8.721254208035382482e-02
8.250000000000001776e-02,8.264515172055872938e-01,-4.255193262637106399e-01,8.990175240407509427e-02
8.499999999999996447e-02,8.259457094742452821e-01,-4.251638902009796106e-01,9.258762315960743228e-02
8.750000000000013323e-02,8.254249818109752335e-01,-4.247979982540469601e-01,9.527005318816562929e-02
9.000000000000007994e-02,8.248893499399101437e-01,-4.244216640229579451e-01,9.794894133432587024e-02
9.250000000000002665e-02,8.243388300332856744e-01,-4.240349015017915724e-01,1.006241864460903079e-01
9.499999999999997335e-02,8.237734387107813472e-01,-4.236377250786487747e-01,1.032956873749465293e-01
9.749999999999992006e-02,8.231931930388439733e-01,-4.232301495356380894e-01,1.059633429759245238e-01
1.000000000000000888e-01,8.225981105299913221e-01,-4.228121900488605589e-01,1.086270521076507234e-01
1.025000000000000355e-01,8.219882091420999126e-01,-4.223838621883980737e-01,1.112867136323976713e-01
1.049999999999999822e-01,8.213635072776696022e-01,-4.219451819182964969e-01,1.139422264161319420e-01
1.074999999999999289e-01,8.207240237830721874e-01,-4.214961655965532850e-01,1.165934893285567875e-01
1.100000000000000977e-01,8.200697779477854610e-01,-4.210368299751015564e-01,1.192404012431526189e-01
1.125000000000000444e-01,8.194007895035976263e-01,-4.205671921997955476e-01,1.218828610372118398e-01
1.149999999999999911e-01,8.187170786238041620e-01,-4.200872698103964575e-01,1.245207675918723750e-01
1.174999999999999378e-01,8.180186659223804835e-01,-4.195970807405559611e-01,1.271540197921459392e-01
1.200000000000001066e-01,8.173055724531355093e-01,-4.190966433178024975e-01,1.297825165269419212e-01
1.225000000000000533e-01,8.165778197088492396e-01,-4.185859762635254500e-01,1.324061566890876174e-01
1.250000000000000000e-01,8.158354296203890188e-01,-4.180650986929601021e-01,1.350248391753456900e-01
1.274999999999999467e-01,8.150784245558088115e-01,-4.175340301151711508e-01,1.376384628864249227e-01
1.300000000000001155e-01,8.143068273194271622e-01,-4.169927904330390511e-01,1.402469267269889353e-01
1.325000000000000622e-01,8.135206611508919439e-01,-4.164413999432436397e-01,1.428501296056584047e-01
1.350000000000000089e-01,8.127199497242175719e-01,-4.158798793362487589e-01,1.454479704350110369e-01
1.374999999999999556e-01,8.119047171468125601e-01,-4.153082496962866021e-01,1.480403481315753778e-01
1.400000000000001243e-01,8.110749879584798760e-01,-4.147265325013432813e-01,1.506271616158204318e-01
1.425000000000000711e-01,8.102307871304059717e-01,-4.141347496231424508e-01,1.532083098121400366e-01
1.450000000000000178e-01,8.093721400641252783e-01,-4.135329233271310412e-01,1.557836916488341272e-01
1.474999999999999645e-01,8.084990725904691589e-01,-4.129210762724628836e-01,1.583532060580828404e-01
1.500000000000001332e-01,8.076116109684949862e-01,-4.122992315119849427e-01,1.609167519759173159e-01
1.525000000000000799e-01,8.067097818843932400e-01,-4.116674124922213851e-01,1.634742283421838360e-01
1.550000000000000266e-01,8.057936124503831676e-01,-4.110256430533592575e-01,1.660255341005049678e-01
1.574999999999999734e-01,8.048631302035795798e-01,-4.103739474292340539e-01,1.685705681982334891e-01
1.599999999999999201e-01,8.039183631048508749e-01,-4.097123502473145051e-01,1.711092295864014845e-01
1.625000000000000888e-01,8.029593395376504184e-01,-4.090408765286892012e-01,1.736414172196651673e-01
1.650000000000000355e-01,8.019860883068308244e-01,-4.083595516880524356e-01,1.761670300562417357e-01
1.674999999999999822e-01,8.009986386374428058e-01,-4.076684015336898281e-01,1.786859670578436476e-01
1.699999999999999289e-01,7.999970201735089326e-01,-4.069674522674656125e-01,1.811981271896052348e-01
1.725000000000000977e-01,7.989812629767847341e-01,-4.062567304848092586e-01,1.837034094200035717e-01
1.750000000000000444e-01,7.979513975254958202e-01,-4.055362631747020385e-01,1.862017127207740985e-01
1.774999999999999911e-01,7.969074547130567954e-01,-4.048060777196655358e-01,1.886929360668210542e-01
1.799999999999999378e-01,7.958494658467748506e-01,-4.040662018957483781e-01,1.911769784361199431e-01
1.825000000000001066e-01,7.947774626465280434e-01,-4.033166638725151909e-01,1.936537388096158385e-01
1.850000000000000533e-01,7.936914772434309207e-01,-4.025574922130356059e-01,1.961231161711133597e-01
1.875000000000000000e-01,7.925915421784738291e-01,-4.017887158738719378e-01,1.985850095071632349e-01
1.899999999999999467e-01,7.914776904011506797e-01,-4.010103642050703021e-01,2.010393178069401487e-01
1.925000000000001155e-01,7.903499552680622875e-01,-4.002224669501494581e-01,2.034859400621151782e-01
1.950000000000000622e-01,7.892083705415017247e-01,-3.994250542460920927e-01,2.059247752667204834e-01
1.975000000000000089e-01,7.880529703880201353e-01,-3.986181566233353291e-01,2.083557224170100308e-01
1.999999999999999556e-01,7.868837893769760061e-01,-3.978018050057630650e-01,2.107786805113114614e-01
2.025000000000001243e-01,7.857008624790605689e-01,-3.969760307106973696e-01,2.131935485498712424e-01
2.050000000000000711e-01,7.845042250648076587e-01,-3.961408654488921544e-01,2.156002255346931573e-01
2.075000000000000178e-01,7.832939129030823677e-01,-3.952963413245255686e-01,2.179986104693716342e-01
2.099999999999999645e-01,7.820699621595510465e-01,-3.944424908351956138e-01,2.203886023589153031e-01
2.125000000000001332e-01,7.808324093951309885e-01,-3.935793468719132049e-01,2.227701002095655580e-01
2.150000000000000799e-01,7.795812915644229069e-01,-3.927069427190997830e-01,2.251430030286059036e-01
2.175000000000000266e-01,7.783166460141214271e-01,-3.918253120545817092e-01,2.275072098241672225e-01
2.199999999999999734e-01,7.770385104814064858e-01,-3.909344889495884878e-01,2.298626196050220227e-01
2.224999999999999201e-01,7.757469230923175196e-01,-3.900345078687504907e-01,2.322091313803740231e-01
2.250000000000000888e-01,7.744419223601056723e-01,-3.891254036700975694e-01,2.345466441596388840e-01
2.275000000000000355e-01,7.731235471835691264e-01,-3.882072116050584443e-01,2.368750569522171667e-01
2.299999999999999822e-01,7.717918368453637878e-01,-3.872799673184618152e-01,2.391942687672612977e-01
2.324999999999999289e-01,7.704468310102998707e-01,-3.863437068485373604e-01,2.415041786134325963e-01
2.350000000000000977e-01,7.690885697236167218e-01,-3.853984666269179016e-01,2.438046854986525569e-01
2.375000000000000444e-01,7.677170934092397703e-01,-3.844442834786436225e-01,2.460956884298434455e-01
2.399999999999999911e-01,7.663324428680112765e-01,-3.834811946221657886e-01,2.483770864126649269e-01
2.424999999999999378e-01,7.649346592759110885e-01,-3.825092376693520202e-01,2.506487784512385075e-01
2.450000000000001066e-01,7.635237841822509752e-01,-3.815284506254936758e-01,2.529106635478670095e-01
2.475000000000000533e-01,7.620998595078497528e-01,-3.805388718893129574e-01,2.551626407027429710e-01
2.500000000000000000e-01,7.606629275431934234e-01,-3.795405402529713479e-01,2.574046089136520776e-01
2.524999999999999467e-01,7.592130309465675575e-01,-3.785334949020801587e-01,2.596364671756649645e-01
2.550000000000001155e-01,7.577502127421784639e-01,-3.775177754157119647e-01,2.618581144808230232e-01
2.575000000000000622e-01,7.562745163182481578e-01,-3.764934217664120397e-01,2.640694498178131067e-01
2.600000000000000089e-01,7.547859854250921208e-01,-3.754604743202129002e-01,2.662703721716375149e-01
2.624999999999999556e-01,7.532846641731768544e-01,-3.744189738366492382e-01,2.684607805232705480e-01
2.650000000000001243e-01,7.517705970311571173e-01,-3.733689614687735192e-01,2.706405738493103952e-01
2.675000000000000711e-01,7.502438288238947317e-01,-3.723104787631753565e-01,2.728096511216190345e-01
2.700000000000000178e-01,7.487044047304535210e-01,-3.712435676599986079e-01,2.749679113069556924e-01
2.724999999999999645e-01,7.471523702820789259e-01,-3.701682704929635803e-01,2.771152533665999229e-01
2.750000000000001332e-01,7.455877713601549717e-01,-3.690846299893881244e-01,2.792515762559656944e-01
2.775000000000000799e-01,7.440106541941408080e-01,-3.679926892702125585e-01,2.813767789242059836e-01
2.800000000000000266e-01,7.424210653594888187e-01,-3.668924918500227617e-01,2.834907603138100973e-01
2.824999999999999734e-01,7.408190517755406379e-01,-3.657840816370790393e-01,2.855934193601887827e-01
2.849999999999999201e-01,7.392046607034047367e-01,-3.646675029333431572e-01,2.876846549912522311e-01
2.875000000000000888e-01,7.375779397438121388e-01,-3.635428004345093167e-01,2.897643661269776461e-01
2.900000000000000355e-01,7.359389368349545935e-01,-3.624100192300351297e-01,2.918324516789671530e-01
2.924999999999999822e-01,7.342877002502979922e-01,-3.612692048031750369e-01,2.938888105499963266e-01
2.949999999999999289e-01,7.326242785963789084e-01,-3.601204030310172222e-01,2.959333416335536704e-01
2.975000000000000977e-01,7.309487208105807099e-01,-3.589636601845178632e-01,2.979659438133691607e-01
3.000000000000000444e-01,7.292610761588886881e-01,-3.577990229285430979e-01,2.999865159629332423e-01
3.024999999999999911e-01,7.275613942336225382e-01,-3.566265383219077711e-01,3.019949569450070537e-01
3.049999999999999378e-01,7.258497249511512983e-01,-3.554462538174190112e-01,3.039911656111212168e-01
3.075000000000001066e-01,7.241261185495863062e-01,-3.542582172619206382e-01,3.059750408010650236e-01
3.100000000000000533e-01,7.223906255864565029e-01,-3.530624768963403493e-01,3.079464813423659075e-01
3.125000000000000000e-01,7.206432969363572028e-01,-3.518590813557386232e-01,3.099053860497577584e-01
3.149999999999999467e-01,7.188841837885825425e-01,-3.506480796693584590e-01,3.118516537246409648e-01
3.175000000000001155e-01,7.171133376447386132e-01,-3.494295212606798318e-01,3.137851831545293568e-01
3.200000000000000622e-01,7.153308103163305010e-01,-3.482034559474739277e-01,3.157058731124882667e-01
3.225000000000000089e-01,7.135366539223344517e-01,-3.469699339418611528e-01,3.176136223565627636e-01
3.249999999999999556e-01,7.117309208867440562e-01,-3.457290058503698638e-01,3.195083296291935659e-01
3.275000000000001243e-01,7.099136639361006695e-01,-3.444807226739997619e-01,3.213898936566240705e-01
3.300000000000000711e-01,7.080849360969982964e-01,-3.432251358082849535e-01,3.232582131482944487e-01
3.325000000000000178e-01,7.062447906935704900e-01,-3.419622970433606746e-01,3.251131867962279709e-01
3.349999999999999645e-01,7.043932813449542696e-01,-3.406922585640329570e-01,3.269547132744036744e-01
3.375000000000001332e-01,7.025304619627367186e-01,-3.394150729498495722e-01,3.287826912381201505e-01
3.400000000000000799e-01,7.006563867483749375e-01,-3.381307931751746931e-01,3.305970193233458976e-01
3.425000000000000266e-01,6.987711101905995648e-01,-3.368394726092650004e-01,3.323975961460623463e-01
3.449999999999999734e-01,6.968746870627954282e-01,-3.355411650163487858e-01,3.341843203015916197e-01
3.474999999999999201e-01,6.949671724203612122e-01,-3.342359245557078862e-01,3.359570903639166328e-01
3.500000000000000888e-01,6.930486215980459219e-01,-3.329238057817625052e-01,3.377158048849868144e-01
3.525000000000000355e-01,6.911190902072704700e-01,-3.316048636441577546e-01,3.394603623940149473e-01
3.549999999999999822e-01,6.891786341334170674e-01,-3.302791534878541935e-01,3.411906613967614077e-01
3.574999999999999289e-01,6.872273095331092874e-01,-3.289467310532200317e-01,3.429066003748078018e-01
3.600000000000000977e-01,6.852651728314613777e-01,-3.276076524761273312e-01,3.446080777848168908e-01
3.625000000000000444e-01,6.832922807193120285e-01,-3.262619742880506490e-01,3.462949920577839680e-01
3.649999999999999911e-01,6.813086901504328274e-01,-3.249097534161669021e-01,3.479672415982747458e-01
3.674999999999999378e-01,6.793144583387168423e-01,-3.235510471834623925e-01,3.496247247836509753e-01
3.700000000000001066e-01,6.773096427553468857e-01,-3.221859133088382787e-01,3.512673399632865734e-01
3.725000000000000533e-01,6.752943011259381345e-01,-3.208144099072216537e-01,3.528949854577680956e-01
3.750000000000000000e-01,6.732684914276636512e-01,-3.194365954896800641e-01,3.545075595580881589e-01
3.774999999999999467e-01,6.712322718863561466e-01,-3.180525289635371400e-01,3.561049605248228223e-01
3.800000000000001155e-01,6.691857009735856510e-01,-3.166622696324936093e-01,3.576870865872985306e-01
